true,pred,path
Fall,Fall,extracted_data/npy/val/fall/00853_O_E_FY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/01527_O_E_SY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/00079_H_A_SY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/02528_H_A_FY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/00609_H_D_FY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/02725_H_A_FY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/00461_H_A_FY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/02035_H_A_FY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/02787_H_D_FY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/02655_H_A_SY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/02765_H_A_FY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/00226_H_D_SY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/02870_H_C_FY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/02188_H_A_BY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/01768_Y_E_FY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/02975_L_F_FY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/02280_H_A_SY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/02225_H_A_FY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/00906_O_E_FY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/01029_O_E_FY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/02794_H_D_FY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/00940_O_E_BY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/00286_H_A_SY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/01501_O_F_SY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/01316_O_F_FY_C2.npy
Fall,Normal,extracted_data/npy/val/fall/00239_H_D_BY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/02670_H_A_FY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/02785_H_A_FY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/02691_H_A_FY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/01491_O_F_BY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/00170_H_A_SY_C4.npy
Fall,Normal,extracted_data/npy/val/fall/02230_H_A_BY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/00189_H_A_FY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/02724_H_A_FY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/01286_O_F_FY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/00506_H_D_SY_C2.npy
Fall,Fall,extracted_data/npy/val/fall/00464_H_A_SY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/02520_H_A_SY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/00742_H_D_BY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/01794_Y_E_BY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/00496_H_D_FY_C3.npy
Fall,Fall,extracted_data/npy/val/fall/01925_Y_E_FY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/00854_O_E_BY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/01949_Y_A_BY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/02525_H_A_SY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/01874_Y_A_BY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/01266_O_F_FY_C6.npy
Fall,Fall,extracted_data/npy/val/fall/00053_H_A_SY_C7.npy
Fall,Fall,extracted_data/npy/val/fall/00972_O_E_FY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/01290_O_F_FY_C1.npy
Fall,Fall,extracted_data/npy/val/fall/02834_H_D_FY_C4.npy
Fall,Fall,extracted_data/npy/val/fall/02516_H_A_BY_C5.npy
Fall,Fall,extracted_data/npy/val/fall/01342_O_F_BY_C8.npy
Fall,Fall,extracted_data/npy/val/fall/01150_O_E_BY_C5.npy
